dataset,video_path,subject,camera,scenario,activity,source_label,label,start_s,end_s,split,pose_path,pose_cache_hit,pose_cache_version
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/15.mp4,Subject_1,1,subject1_fall_15,fall,1,1,0.26,3.62,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_3e3e9d7004bf7378b7af.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/02.mp4,Subject_1,1,subject1_adl_02,lie_down,5,0,0.4,2.58,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_b094bb7c2558023fc0e2.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/03.mp4,Subject_1,1,subject1_adl_03,lie_down,5,0,0.4,1.9,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_0d11a2bdfa31f4a5d26c.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/14.mp4,Subject_1,1,subject1_adl_14,stand_up,7,0,0.44,1.62,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_3045b5988c704a63e6dd.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/01.mp4,Subject_1,1,subject1_adl_01,lie_down,5,0,0.5,2.8,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_4f224bc9df04ecdd3c0a.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/11.mp4,Subject_1,1,subject1_fall_11,fall,1,1,0.52,2.7,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_cf1ff112c446721c2086.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/13.mp4,Subject_1,1,subject1_adl_13,walk,0,0,0.64,2.52,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_4624f228b316964ebfd7.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/09.mp4,Subject_1,1,subject1_fall_09,fall,1,1,0.64,2.16,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_fb74502b6189f4e6f35c.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/06.mp4,Subject_1,1,subject1_adl_06,lie_down,5,0,0.7,3.1,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_a2699c20484d3f8376a7.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/04.mp4,Subject_1,1,subject1_fall_04,fall,1,1,0.72,3.06,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_5420020e301ad89f2b0b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/10.mp4,Subject_1,1,subject1_fall_10,fall,1,1,0.72,2.34,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_942552dc829682b79fc4.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/08.mp4,Subject_1,1,subject1_fall_08,fall,1,1,0.76,2.4,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_944d9fda18cd8b33869d.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/03.mp4,Subject_1,1,subject1_fall_03,fall,1,1,0.8,3.28,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_cd0fdeee760fda882c28.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/05.mp4,Subject_1,1,subject1_adl_05,walk,0,0,1.0,2.08,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_2826e859ea18823465b0.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/07.mp4,Subject_1,1,subject1_fall_07,fall,1,1,1.0,2.74,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_04ebf7b40484ac3d031c.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/04.mp4,Subject_1,1,subject1_adl_04,stand_up,7,0,1.14,3.58,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_fed7cb399fbd11fe43f4.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/02.mp4,Subject_1,1,subject1_fall_02,fall,1,1,1.14,2.78,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_8d8e2c598c7a21bf7313.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/15.mp4,Subject_1,1,subject1_adl_15,other,9,0,1.28,3.12,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_e46b114a51f272cdf5dc.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/16.mp4,Subject_1,1,subject1_fall_16,fall,1,1,1.52,4.5,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_b7de99cdd265e21190e8.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/14.mp4,Subject_1,1,subject1_adl_14,walk,0,0,1.62,4.18,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_211149705b1f2bcc755b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/12.mp4,Subject_1,1,subject1_fall_12,fall,1,1,1.66,3.78,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_9a5c9d8d91e0a9f059c9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/05.mp4,Subject_1,1,subject1_fall_05,fall,1,1,1.76,3.6,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_f0328195fbd278de88ad.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/03.mp4,Subject_1,1,subject1_adl_03,lying,6,0,1.9,6.7,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_247b9cf25734254aac91.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/13.mp4,Subject_1,1,subject1_fall_13,fallen,2,1,1.92,4.32,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_979f70ef944f8dff4787.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/11.mp4,Subject_1,1,subject1_adl_11,sit_down,3,0,1.94,3.9,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_63299ecd47d9974c36a3.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/05.mp4,Subject_1,1,subject1_adl_05,sit_down,3,0,2.08,3.78,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_2a8053b07b15bb05f7ff.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/09.mp4,Subject_1,1,subject1_fall_09,fallen,2,1,2.16,4.48,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_e78effe27a35b3008eee.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/06.mp4,Subject_1,1,subject1_fall_06,fall,1,1,2.24,4.5,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_249c57964c8f3797f51a.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/14.mp4,Subject_1,1,subject1_fall_14,fallen,2,1,2.274,5.694,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_84eab46ad838877837d9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/01.mp4,Subject_1,1,subject1_fall_01,fall,1,1,2.28,4.42,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_b48fd58362fdeed3f0ac.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/10.mp4,Subject_1,1,subject1_fall_10,fallen,2,1,2.34,4.48,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_cf1367bec201c2dd1975.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/08.mp4,Subject_1,1,subject1_fall_08,fallen,2,1,2.4,4.34,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_f9f226558406bc8a62d2.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/13.mp4,Subject_1,1,subject1_adl_13,sit_down,3,0,2.52,3.86,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_be95b159090915971296.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/02.mp4,Subject_1,1,subject1_adl_02,lying,6,0,2.58,6.68,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_d44aafb550a59992b5e9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/12.mp4,Subject_1,1,subject1_adl_12,stand_up,7,0,2.58,4.0,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_615e5a89b605e1ddb555.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/11.mp4,Subject_1,1,subject1_fall_11,fallen,2,1,2.7,6.08,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_7bb5a6cdbba5673cbfa6.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/07.mp4,Subject_1,1,subject1_fall_07,fallen,2,1,2.74,5.14,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_0076597157a71389e21c.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/02.mp4,Subject_1,1,subject1_fall_02,fallen,2,1,2.78,6.38,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_671680ad406528232e94.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/01.mp4,Subject_1,1,subject1_adl_01,lying,6,0,2.8,8.26,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_7c0a0e3eff99b93b3646.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/04.mp4,Subject_1,1,subject1_fall_04,fallen,2,1,3.06,4.98,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_f1690c9f618b069544b9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/06.mp4,Subject_1,1,subject1_adl_06,other,9,0,3.1,12.22,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_a8303d74cf61a7f119e7.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/15.mp4,Subject_1,1,subject1_adl_15,sit_down,3,0,3.12,4.74,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_210968b8282a5808af93.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/03.mp4,Subject_1,1,subject1_fall_03,fallen,2,1,3.28,5.92,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_5dd95e5c228c644c504c.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/04.mp4,Subject_1,1,subject1_adl_04,sitting,4,0,3.58,5.84,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_40c13692c3e26a928eec.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/05.mp4,Subject_1,1,subject1_fall_05,fallen,2,1,3.6,5.84,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_98f7697590c5f70015e9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/15.mp4,Subject_1,1,subject1_fall_15,fallen,2,1,3.62,6.0,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_0dc60d0796fff6af1e00.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/05.mp4,Subject_1,1,subject1_adl_05,other,9,0,3.78,10.54,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_52ce79c8dc73fde5778b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/12.mp4,Subject_1,1,subject1_fall_12,fallen,2,1,3.78,6.86,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_9b880c70e34ea40ac4c4.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/13.mp4,Subject_1,1,subject1_adl_13,sitting,4,0,3.86,6.3,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_b5b6cd2861adec9d5f18.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/11.mp4,Subject_1,1,subject1_adl_11,other,9,0,3.9,9.32,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_63fe42f161715aaa65ce.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/12.mp4,Subject_1,1,subject1_adl_12,other,9,0,4.0,5.28,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_efa2504b3887c49ad1e9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/14.mp4,Subject_1,1,subject1_adl_14,standing,8,0,4.18,5.86,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_b500a4af59fa8c099a0f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/01.mp4,Subject_1,1,subject1_fall_01,fallen,2,1,4.42,6.86,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_7ac5bad7a1d8a2527320.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/06.mp4,Subject_1,1,subject1_fall_06,fallen,2,1,4.5,5.68,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_da0dc2d268c669582828.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/Fall/16.mp4,Subject_1,1,subject1_fall_16,fallen,2,1,4.5,6.08,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_2982da87a10da4efb1b5.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/15.mp4,Subject_1,1,subject1_adl_15,sitting,4,0,4.74,7.16,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_f3963c82135f558114d9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 1/ADL/12.mp4,Subject_1,1,subject1_adl_12,walk,0,0,5.28,7.32,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_5dbd7e3f1b6345acfab8.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 2/ADL/01.mp4,Subject_2,1,subject2_adl_01,sitting,4,0,0.0,5.8,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_d1531c67e185af44ad19.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 2/ADL/02.mp4,Subject_2,1,subject2_adl_02,sitting,4,0,0.0,11.84,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_a669c0d747815f5e38fe.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 2/ADL/03.mp4,Subject_2,1,subject2_adl_03,walk,0,0,0.0,0.62,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_5c8f7768b34d3a28b20c.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
GMDCSA24,/content/fall_detection_work/GMDCSA24/ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76/Subject 2/ADL/04.mp4,Subject_2,1,subject2_adl_04,other,9,0,0.0,6.08,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/GMDCSA24_d6123f8ae00a5f604e84.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
